 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 BAN | 06004 | JARDIN DE LA PINEDE                   |         |            | 06004    | !
 RAN | 06004 | JARDIN DE LA PINEDE                   | 2500928 | 060042234M | 06924    | !
 BAN | 06004 | JARDIN PAULINE                        |         |            | 06004    | !
 RAN | 06004 | JARDIN PAULINE                        | 2500925 | 060042234H | 06924    | !
 BAN | 06004 | PASSAGE MARIE ANTOINETTE              |   68039 | 0600422326 | 06004    | !
 RAN | 06004 | PASSAGE MARIE ANTOINETTE              |   68039 | 0600422326 | 06924    | !
 BAN | 06004 | PASSAGE WILSON                        |   67516 | 060042227R | 06004    | !
 RAN | 06004 | PASSAGE WILSON                        |   67516 | 060042227R | 06924    | !
 BAN | 06004 | PLACE VILMORIN                        |   67513 | 060042227M | 06004    | !
 RAN | 06004 | PLACE VILMORIN                        |   67513 | 060042227M | 06924    | !
 BAN | 06004 | PORT VAUBAN                           | 4261139 | 0600422TTC | 06004    | !
 RAN | 06004 | PORT VAUBAN                           |   67833 | 06004222R7 | 06004    | !
 BAN | 06004 | ROUTE DU PHARE                        |   67976 | 06004222XP | 06004    | !
 RAN | 06004 | ROUTE DU PHARE                        |   67976 | 06004222XP | 06924    | !
 BAN | 06004 | RUE ALBANY                            |   67401 | 0600422224 | 06004    | !
 RAN | 06004 | RUE ALBANY                            |   67401 | 0600422224 | 06924    | !
 BAN | 06004 | RUE BRICKA                            |   67415 | 060042222P | 06004    | !
 RAN | 06004 | RUE BRICKA                            |   67415 | 060042222P | 06924    | !
 BAN | 06004 | RUE DE L HOTEL DES POSTES             |   67495 | 060042226V | 06004    | !
 RAN | 06004 | RUE DE L HOTEL DES POSTES             |   67495 | 060042226V | 06924    | !
 BAN | 06004 | RUE DE L ORATOIRE                     |   67485 | 060042226H | 06004    | !
 RAN | 06004 | RUE DE L ORATOIRE                     |   67485 | 060042226H | 06924    | !
 BAN | 06004 | RUE DES ILES                          |   67459 | 060042224G | 06004    | !
 RAN | 06004 | RUE DES ILES                          |   67459 | 060042224G | 06924    | !
 BAN | 06004 | RUE DULYS                             |   67432 | 060042223C | 06004    | !
 RAN | 06004 | RUE DULYS                             |   67432 | 060042223C | 06924    | !
 BAN | 06004 | RUE DULYS PROLONGEE                   | 2450946 | 060042233L | 06004    | !
 RAN | 06004 | RUE DULYS PROLONGEE                   | 2450946 | 060042233L | 06924    | !
 BAN | 06004 | RUE DU PRINTEMPS                      |   67496 | 060042226X | 06004    | !
 RAN | 06004 | RUE DU PRINTEMPS                      |   67496 | 060042226X | 06924    | !
 BAN | 06004 | RUE DU T                              |   67827 | 06004222PY | 06004    | !
 RAN | 06004 | RUE DU T                              |   67818 | 06004222PM | 06004    | !
 BAN | 06004 | RUE EMILIE                            |   67434 | 060042223G | 06004    | !
 RAN | 06004 | RUE EMILIE                            |   67434 | 060042223G | 06924    | !
 BAN | 06004 | RUE FELON                             |   67442 | 060042223S | 06004    | !
 RAN | 06004 | RUE FELON                             |   67442 | 060042223S | 06924    | !
 BAN | 06004 | RUE JACQUES LEONETTI                  |         |            | 06004    | !
 RAN | 06004 | RUE JACQUES LEONETTI                  |   67927 | 06004222US | 06924    | !
 BAN | 06004 | RUE JONNARD                           |   67463 | 060042224M | 06004    | !
 RAN | 06004 | RUE JONNARD                           |   67463 | 060042224M | 06924    | !
 BAN | 06004 | RUE MARCEL PAUL                       |   68049 | 060042232L | 06004    | !
 RAN | 06004 | RUE MARCEL PAUL                       |   68049 | 060042232L | 06924    | !
 BAN | 06004 | RUE PAULINE                           |   67488 | 060042226M | 06004    | !
 RAN | 06004 | RUE PAULINE                           |   67488 | 060042226M | 06924    | !
 BAN | 06004 | RUE PIERRE COMMANAY                   |   67921 | 06004222UI | 06004    | !
 RAN | 06004 | RUE PIERRE COMMANAY                   |   67921 | 06004222UI | 06924    | !
 BAN | 06004 | RUE PIERRE LOTI                       |   67469 | 060042224U | 06004    | !
 RAN | 06004 | RUE PIERRE LOTI                       |   67469 | 060042224U | 06924    | !
 BAN | 06004 | RUE SAINT BARTHELEMY                  |   67410 | 060042222H | 06004    | !
 RAN | 06004 | RUE SAINT BARTHELEMY                  |   67410 | 060042222H | 06924    | !
 BAN | 06004 | RUE SAINT CHARLES                     |   67518 | 060042227T | 06004    | !
 RAN | 06004 | RUE SAINT CHARLES                     |   67518 | 060042227T | 06924    | !
 BAN | 06004 | RUE SAINTE MARGUERITE                 |   67474 | 0600422262 | 06004    | !
 RAN | 06004 | RUE SAINTE MARGUERITE                 |   67474 | 0600422262 | 06924    | !
 BAN | 06004 | RUE SAINT HONORAT                     |   67457 | 060042224C | 06004    | !
 RAN | 06004 | RUE SAINT HONORAT                     |   67457 | 060042224C | 06924    | !
 BAN | 06004 | TRAVERSE DE LA GRIMPETTE              |   67453 | 0600422247 | 06004    | !
 RAN | 06004 | TRAVERSE DE LA GRIMPETTE              |   67453 | 0600422247 | 06924    | !
 BAN | 06004 | TRAVERSE DES IRIS                     |   67948 | 06004222VL | 06004    | !
 RAN | 06004 | TRAVERSE DES IRIS                     |   67948 | 06004222VL | 06924    | !
 BAN | 06004 | TRAVERSE DES NIELLES                  |   68029 | 06004222ZS | 06004    | !
 RAN | 06004 | TRAVERSE DES NIELLES                  |   68029 | 06004222ZS | 06924    | !
 BAN | 06010 | RUE DU COLLET                         |   68278 | 060102226G | 06010    | !
 RAN | 06010 | RUE DU COLLET                         |   68267 | 060102224Z | 06010    | !
 BAN | 06013 | RUE DU MORTIER                        | 4104869 | 06013222PN | 06013    | !
 RAN | 06013 | RUE DU MORTIER                        |   68519 | 060132224B | 06013    | !
 BAN | 06029 | ALLEE DE LA ROSERAIE                  |   69654 | 060292224T | 06029    | !
 RAN | 06029 | ALLEE DE LA ROSERAIE                  |   69654 | 060292224T | 06920    | !
 BAN | 06029 | ALLEE DES BLEUETS                     |         |            | 06029    | !
 RAN | 06029 | ALLEE DES BLEUETS                     |   70213 | 06029222ZZ | 06920    | !
 BAN | 06029 | ALLEE DES CORMORANS                   |   70202 | 06029222ZL | 06029    | !
 RAN | 06029 | ALLEE DES CORMORANS                   |   70202 | 06029222ZL | 06920    | !
 BAN | 06029 | ALLEE DES GABIANS                     |   70203 | 06029222ZM | 06029    | !
 RAN | 06029 | ALLEE DES GABIANS                     |   70203 | 06029222ZM | 06920    | !
 BAN | 06029 | ALLEE DES MOUETTES                    |   70204 | 06029222ZN | 06029    | !
 RAN | 06029 | ALLEE DES MOUETTES                    |   70204 | 06029222ZN | 06920    | !
 BAN | 06029 | ALLEE FONT DE VEYRE                   |   70245 | 0602922337 | 06029    | !
 RAN | 06029 | ALLEE FONT DE VEYRE                   |   70245 | 0602922337 | 06920    | !
 BAN | 06029 | AVENUE DE LA ROUBINE                  |   69655 | 060292224U | 06029    | !
 RAN | 06029 | AVENUE DE LA ROUBINE                  |   69655 | 060292224U | 06920    | !
 BAN | 06029 | AVENUE DE MONTE CARLO                 |   69597 | 060292222L | 06029    | !
 RAN | 06029 | AVENUE DE MONTE CARLO                 |   69597 | 060292222L | 06920    | !
 BAN | 06029 | AVENUE DES ARLUCS                     |   69587 | 0602922226 | 06029    | !
 RAN | 06029 | AVENUE DES ARLUCS                     |   69587 | 0602922226 | 06920    | !
 BAN | 06029 | AVENUE DES BUISSONS ARDENTS           |   69586 | 0602922224 | 06029    | !
 RAN | 06029 | AVENUE DES BUISSONS ARDENTS           |   69586 | 0602922224 | 06920    | !
 BAN | 06029 | AVENUE DES CIGALES                    |   69604 | 060292222U | 06029    | !
 RAN | 06029 | AVENUE DES CIGALES                    |   69604 | 060292222U | 06920    | !
 BAN | 06029 | AVENUE DES MURIERS                    |   69640 | 0602922249 | 06029    | !
 RAN | 06029 | AVENUE DES MURIERS                    |   69640 | 0602922249 | 06920    | !
 BAN | 06029 | AVENUE DES PINS PARASOLS              |   69646 | 060292224H | 06029    | !
 RAN | 06029 | AVENUE DES PINS PARASOLS              |   69646 | 060292224H | 06920    | !
 BAN | 06029 | AVENUE DU CENTRE                      |   69599 | 060292222N | 06029    | !
 RAN | 06029 | AVENUE DU CENTRE                      |   69599 | 060292222N | 06920    | !
 BAN | 06029 | AVENUE DU NORD                        |   69670 | 060292226C | 06029    | !
 RAN | 06029 | AVENUE DU NORD                        |   69670 | 060292226C | 06920    | !
 BAN | 06029 | AVENUE FONT DE VEYRE                  |   69662 | 0602922264 | 06029    | !
 RAN | 06029 | AVENUE FONT DE VEYRE                  |   69662 | 0602922264 | 06920    | !
 BAN | 06029 | AVENUE FRANCIS TONNER                 |   69659 | 060292224Z | 06029    | !
 RAN | 06029 | AVENUE FRANCIS TONNER                 |   69659 | 060292224Z | 06920    | !
 BAN | 06029 | AVENUE FRANCOIS TUBY                  |   70246 | 0602922339 | 06029    | !
 RAN | 06029 | AVENUE FRANCOIS TUBY                  |   70246 | 0602922339 | 06920    | !
 BAN | 06029 | AVENUE FREDERIC MISTRAL               |   69639 | 0602922247 | 06029    | !
 RAN | 06029 | AVENUE FREDERIC MISTRAL               |   69639 | 0602922247 | 06920    | !
 BAN | 06029 | AVENUE MICHEL JOURDAN                 |   69626 | 060292223P | 06029    | !
 RAN | 06029 | AVENUE MICHEL JOURDAN                 |   69626 | 060292223P | 06920    | !
 BAN | 06029 | AVENUE PIERRE DE COUBERTIN            |   69606 | 060292222X | 06029    | !
 RAN | 06029 | AVENUE PIERRE DE COUBERTIN            |   69606 | 060292222X | 06920    | !
 BAN | 06029 | AVENUE PIERRE SEMARD                  |   69656 | 060292224V | 06029    | !
 RAN | 06029 | AVENUE PIERRE SEMARD                  |   69656 | 060292224V | 06920    | !
 BAN | 06029 | AVENUE SAINTE ROSALIE                 |   69653 | 060292224S | 06029    | !
 RAN | 06029 | AVENUE SAINTE ROSALIE                 |   69653 | 060292224S | 06920    | !
 BAN | 06029 | BOULEVARD DE LA MER                   |   69637 | 0602922244 | 06029    | !
 RAN | 06029 | BOULEVARD DE LA MER                   |   69637 | 0602922244 | 06920    | !
 BAN | 06029 | BOULEVARD DE L ESTEREL                |   69611 | 0602922234 | 06029    | !
 RAN | 06029 | BOULEVARD DE L ESTEREL                |   69611 | 0602922234 | 06920    | !
 BAN | 06029 | BOULEVARD DE ROQUEBILLIERE            |   69665 | 0602922267 | 06029    | !
 RAN | 06029 | BOULEVARD DE ROQUEBILLIERE            |   69665 | 0602922267 | 06920    | !
 BAN | 06029 | BOULEVARD DES GENETS                  |   70248 | 060292233A | 06029    | !
 RAN | 06029 | BOULEVARD DES GENETS                  |   70248 | 060292233A | 06920    | !
 BAN | 06029 | BOULEVARD DES MYRTHES                 |   69642 | 060292224B | 06029    | !
 RAN | 06029 | BOULEVARD DES MYRTHES                 |   69642 | 060292224B | 06920    | !
 BAN | 06029 | BOULEVARD DES PINS                    |   70065 | 06029222T3 | 06029    | !
 RAN | 06029 | BOULEVARD DES PINS                    |   80688 | 0602922SAS | 06920    | !
 RAN | 06029 | BOULEVARD DES PINS                    |   70065 | 06029222T3 | 06029    | !
 BAN | 06029 | BOULEVARD DU SOLEIL                   |   69657 | 060292224X | 06029    | !
 RAN | 06029 | BOULEVARD DU SOLEIL                   |   69657 | 060292224X | 06920    | !
 BAN | 06029 | BOULEVARD HONORE SOUSTELLE            |   69658 | 060292224Y | 06029    | !
 RAN | 06029 | BOULEVARD HONORE SOUSTELLE            |   69658 | 060292224Y | 06920    | !
 BAN | 06029 | BOULEVARD LOUIS NEGRIN                |   69643 | 060292224C | 06029    | !
 RAN | 06029 | BOULEVARD LOUIS NEGRIN                |   69643 | 060292224C | 06920    | !
 BAN | 06029 | CHEMIN DE GARIBONDY                   |   69616 | 060292223A | 06029    | !
 RAN | 06029 | CHEMIN DE GARIBONDY                   |   69616 | 060292223A | 06920    | !
 BAN | 06029 | CHEMIN DE LA PLAINE DE LAVAL          |   70230 | 060292232N | 06029    | !
 RAN | 06029 | CHEMIN DE LA PLAINE DE LAVAL          |   70230 | 060292232N | 06920    | !
 BAN | 06029 | CHEMIN DE L OLIVIER                   |   69645 | 060292224G | 06029    | !
 RAN | 06029 | CHEMIN DE L OLIVIER                   |   69645 | 060292224G | 06920    | !
 BAN | 06029 | CHEMIN DES ARUMS                      |   69588 | 0602922227 | 06029    | !
 RAN | 06029 | CHEMIN DES ARUMS                      |   69588 | 0602922227 | 06920    | !
 BAN | 06029 | CHEMIN DES GOURGUETTES                |   69618 | 060292223C | 06029    | !
 RAN | 06029 | CHEMIN DES GOURGUETTES                |   69618 | 060292223C | 06920    | !
 BAN | 06029 | CHEMIN DU BEAL                        | 4138789 | 0602922TC9 | 06029    | !
 RAN | 06029 | CHEMIN DU BEAL                        | 4138789 | 0602922TC9 | 06920    | !
 BAN | 06029 | CHEMIN DU DEVENS                      |   69607 | 060292222Y | 06029    | !
 RAN | 06029 | CHEMIN DU DEVENS                      |   69607 | 060292222Y | 06920    | !
 BAN | 06029 | CHEMIN FONT DE VEYRE                  |   70221 | 060292232B | 06029    | !
 RAN | 06029 | CHEMIN FONT DE VEYRE                  |   70221 | 060292232B | 06920    | !
 BAN | 06029 | IMPASSE DES CAMELIAS                  |   70205 | 06029222ZP | 06029    | !
 RAN | 06029 | IMPASSE DES CAMELIAS                  |   70205 | 06029222ZP | 06920    | !
 BAN | 06029 | IMPASSE DES FIGUIERS                  |   70206 | 06029222ZR | 06029    | !
 RAN | 06029 | IMPASSE DES FIGUIERS                  |   70206 | 06029222ZR | 06920    | !
 BAN | 06029 | IMPASSE DES TERRASSES                 | 3953869 | 0602922SAP | 06029    | !
 RAN | 06029 | IMPASSE DES TERRASSES                 | 3953869 | 0602922SAP | 06920    | !
 BAN | 06029 | IMPASSE DES VILLAS                    |   69667 | 060292226A | 06029    | !
 RAN | 06029 | IMPASSE DES VILLAS                    |   69667 | 060292226A | 06920    | !
 BAN | 06029 | IMPASSE FRANCOIS TUBY                 |   69674 | 060292226I | 06029    | !
 RAN | 06029 | IMPASSE FRANCOIS TUBY                 |   69674 | 060292226I | 06920    | !
 BAN | 06029 | IMPASSE GATUSSO                       |   70220 | 060292232A | 06029    | !
 RAN | 06029 | IMPASSE GATUSSO                       |   70220 | 060292232A | 06920    | !
 BAN | 06029 | IMPASSE JOSEPH FLORY                  |   70194 | 06029222Z9 | 06029    | !
 RAN | 06029 | IMPASSE JOSEPH FLORY                  |   70194 | 06029222Z9 | 06920    | !
 BAN | 06029 | LOTISSEMENT LA JOIE DE VIVRE          |   70228 | 060292232L | 06029    | !
 RAN | 06029 | LOTISSEMENT LA JOIE DE VIVRE          |   70228 | 060292232L | 06920    | !
 BAN | 06029 | RUE ALFRED DE VIGNY                   |   70219 | 0602922329 | 06029    | !
 RAN | 06029 | RUE ALFRED DE VIGNY                   |   70219 | 0602922329 | 06920    | !
 BAN | 06029 | RUE ALPHONSE DE LAMARTINE             |   69628 | 060292223S | 06029    | !
 RAN | 06029 | RUE ALPHONSE DE LAMARTINE             |   69628 | 060292223S | 06920    | !
 BAN | 06029 | RUE ANTOINE BRUN                      |   69595 | 060292222H | 06029    | !
 RAN | 06029 | RUE ANTOINE BRUN                      |   69595 | 060292222H | 06920    | !
 BAN | 06029 | RUE AURELIA                           |   70199 | 06029222ZG | 06029    | !
 RAN | 06029 | RUE AURELIA                           |   70199 | 06029222ZG | 06920    | !
 BAN | 06029 | RUE AURELIENNE                        |   69668 | 060292226B | 06029    | !
 RAN | 06029 | RUE AURELIENNE                        |   69668 | 060292226B | 06920    | !
 BAN | 06029 | RUE DE LA LIBERATION                  |   69631 | 060292223V | 06029    | !
 RAN | 06029 | RUE DE LA LIBERATION                  |   69631 | 060292223V | 06920    | !
 BAN | 06029 | RUE DE LA MAIRE                       |         |            | 06029    | !
 RAN | 06029 | RUE DE LA MAIRE                       |   69633 | 060292223Y | 06920    | !
 BAN | 06029 | RUE DE LA PRADERIE                    |   69671 | 060292226E | 06029    | !
 RAN | 06029 | RUE DE LA PRADERIE                    |   69671 | 060292226E | 06920    | !
 BAN | 06029 | RUE DE LA VERRERIE                    |   70232 | 060292232R | 06029    | !
 RAN | 06029 | RUE DE LA VERRERIE                    |   70232 | 060292232R | 06920    | !
